school_state,resource_type,poverty_level,date_posted,total_donations,num_projects,grade_level
FL,Supplies,high,2009-04-10,1583.18,1,Grades 3-5
CA,Technology,high,2009-05-23,508.53,1,Grades 9-12
CA,Books,low,2009-08-12,395.82,1,Grades 3-5
FL,Books,low,2009-08-12,395.82,5,Grades 3-5
WI,Books,high,2009-09-10,533.12,1,Grades 9-12
CA,Supplies,high,2009-08-23,252.01,1,Grades 6-8
CA,Supplies,high,2009-09-01,534.73,2,Grades PreK-2
CA,Technology,high,2009-08-24,1098.77,1,Grades 3-5
TX,Supplies,high,2009-07-17,160.43,1,Grades PreK-2
FL,Books,high,2009-08-13,248.05,4,Grades 9-12
IN,Books,high,2009-08-18,614.88,1,Grades PreK-2
FL,Books,high,2009-08-18,614.88,1,Grades PreK-2
TN,Books,high,2009-08-18,614.88,1,Grades PreK-2
VA,Books,high,2009-07-20,164.13,1,Grades PreK-2
MI,Technology,high,2009-08-09,180.37,1,Grades PreK-2
NC,Technology,high,2009-09-03,803.98,1,Grades 6-8
IN,Technology,high,2009-08-25,1154.87,1,Grades 9-12
MD,Supplies,high,2009-07-03,576.83,1,Grades 9-12
MI,Supplies,high,2009-07-03,576.83,15,Grades 9-12
IN,Books,high,2009-07-12,568.29,1,Grades PreK-2
FL,Supplies,high,2009-08-03,437.48,2,Grades PreK-2
FL,Books,high,2009-05-25,1007.32,1,Grades PreK-2
TN,Technology,high,2009-04-07,553.66,2,Grades 3-5
FL,Supplies,high,2009-08-31,774.62,1,Grades PreK-2
AZ,Supplies,high,2009-08-31,774.62,1,Grades PreK-2
FL,Books,high,2009-05-08,285.37,1,Grades PreK-2
FL,Supplies,high,2009-05-03,958.54,1,Grades 3-5
FL,Supplies,high,2009-05-03,958.54,1,Grades 3-5
FL,Supplies,high,2009-05-03,958.54,1,Grades 3-5
TN,Supplies,high,2009-05-03,958.54,1,Grades 3-5
PA,Supplies,high,2009-05-03,958.54,1,Grades 3-5
FL,Supplies,high,2009-07-01,387.8,1,Grades 9-12
TN,Supplies,high,2009-07-01,387.8,3,Grades 9-12
FL,Supplies,high,2009-07-01,254.88,2,Grades PreK-2
FL,Supplies,high,2009-07-01,254.88,2,Grades PreK-2
TN,Supplies,high,2009-05-24,437.8,1,Grades 9-12
TN,Technology,high,2009-08-29,196.66,1,Grades 9-12
TN,Supplies,high,2009-08-15,165.95,1,Grades PreK-2
TN,Other,high,2009-05-02,246.34,1,Grades 3-5
FL,Supplies,high,2009-07-25,1067.78,1,Grades 9-12
MS,Books,high,2009-08-09,212.1,2,Grades PreK-2
NY,Books,high,2009-08-18,571.37,1,Grades PreK-2
FL,Supplies,high,2009-05-16,705.0,1,Grades 3-5
AL,Supplies,high,2009-04-14,563.41,1,Grades PreK-2
TN,Supplies,high,2009-08-18,318.2,1,Grades 3-5
TN,Supplies,high,2009-08-11,314.32,2,Grades 3-5
IL,Other,high,2009-04-02,695.68,1,Grades 9-12
FL,Technology,high,2009-08-26,442.08,3,Grades 3-5
TN,Technology,high,2009-05-22,1003.66,1,Grades 6-8
CA,Technology,high,2009-05-22,1003.66,6,Grades 6-8
OH,Other,high,2009-08-03,401.96,1,Grades PreK-2
FL,Other,high,2009-08-03,401.96,6,Grades PreK-2
TN,Books,high,2009-08-01,341.74,1,Grades 6-8
CA,Supplies,high,2009-08-19,339.32,1,Grades 3-5
HI,Technology,high,2009-08-22,150.1,1,Grades 9-12
FL,Supplies,high,2009-08-24,193.74,2,Grades 9-12
FL,Books,high,2009-08-22,447.46,1,Grades 9-12
TN,Technology,high,2009-07-13,684.04,1,Grades 9-12
CA,Technology,high,2009-07-13,684.04,2,Grades 9-12
CA,Technology,high,2009-07-13,684.04,1,Grades 9-12
CA,Supplies,low,2009-06-14,518.29,1,Grades 9-12
TN,Technology,high,2009-07-27,264.49,1,Grades 9-12
FL,Supplies,high,2009-08-15,196.27,1,Grades 3-5
TN,Supplies,high,2009-07-03,515.86,1,Grades 9-12
FL,Books,high,2009-08-09,217.03,1,Grades 9-12
FL,Technology,high,2009-08-04,514.62,1,Grades 9-12
FL,Technology,high,2009-06-07,373.17,1,Grades 3-5
IA,Supplies,high,2009-07-03,1132.93,1,Grades 9-12
FL,Supplies,low,2009-06-02,330.49,3,Grades 3-5
WI,Supplies,high,2009-05-08,473.17,1,Grades 9-12
FL,Books,high,2009-08-10,440.22,1,Grades 3-5
NY,Supplies,high,2009-08-03,747.03,2,Grades 9-12
FL,Books,high,2009-08-06,415.16,2,Grades 3-5
TN,Supplies,high,2009-07-16,273.8,1,Grades 9-12
TN,Technology,high,2009-05-31,1831.71,1,Grades 6-8
CA,Technology,high,2009-05-31,1831.71,1,Grades 6-8
NJ,Other,high,2009-05-19,462.2,2,Grades PreK-2
TN,Supplies,high,2009-08-06,503.55,1,Grades 3-5
TN,Supplies,high,2009-08-04,349.9,1,Grades PreK-2
TX,Books,low,2009-05-17,25.0,1,Grades PreK-2
TN,Supplies,high,2009-05-21,1153.66,1,Grades 9-12
TN,Books,high,2009-06-18,626.83,1,Grades 9-12
TX,Books,high,2009-08-01,483.57,1,Grades 9-12
PA,Supplies,high,2009-06-29,3041.47,1,Grades 9-12
CA,Other,high,2009-06-17,7680.86,1,Grades 9-12
CA,Technology,high,2009-03-28,1659.76,1,Grades 9-12
GA,Technology,high,2009-03-28,1659.76,1,Grades 9-12
FL,Technology,high,2009-03-28,1659.76,1,Grades 9-12
CA,Technology,high,2009-03-15,240.24,2,Grades PreK-2
TN,Books,high,2009-05-25,423.17,2,Grades 9-12
TN,Supplies,high,2009-07-15,532.32,1,Grades 9-12
CA,Technology,high,2009-03-13,796.34,1,Grades 6-8
CA,Technology,high,2009-03-13,796.34,1,Grades 6-8
CA,Books,high,2009-07-21,544.0,1,Grades 9-12
NY,Technology,high,2009-07-06,228.05,2,Grades 9-12
FL,Technology,high,2009-07-07,2619.51,1,Grades 9-12
CA,Books,high,2009-06-30,543.91,1,Grades 3-5
CA,Books,high,2009-06-30,543.91,1,Grades 3-5
CA,Books,high,2009-06-01,702.44,1,Grades PreK-2
TN,Technology,high,2009-07-22,709.21,2,Grades 9-12
NC,Technology,high,2009-02-25,325.0,1,Grades 9-12
TN,Technology,high,2009-02-25,325.0,2,Grades 9-12
CA,Supplies,high,2009-05-29,171.95,1,Grades 3-5
TN,Books,high,2009-03-03,480.49,2,Grades 6-8
FL,Books,high,2009-03-16,170.73,2,Grades 3-5
NY,Technology,high,2009-06-29,525.61,1,Grades 9-12
MO,Supplies,low,2009-07-02,436.59,1,Grades 9-12
TN,Supplies,high,2009-04-25,146.34,2,Grades 3-5
PA,Books,high,2009-03-03,335.37,1,Grades 3-5
TX,Supplies,high,2009-03-21,165.85,1,Grades PreK-2
FL,Supplies,high,2009-04-17,135.37,2,Grades 3-5
IN,Books,high,2009-03-12,50.0,2,Grades 3-5
FL,Technology,high,2009-06-02,1260.98,2,Grades 9-12
FL,Supplies,high,2009-05-23,563.41,2,Grades 3-5
OH,Books,low,2009-02-15,225.61,1,Grades 6-8
IL,Technology,high,2009-02-15,373.17,31,Grades PreK-2
CA,Supplies,high,2009-05-16,526.83,2,Grades 3-5
MS,Supplies,high,2009-03-18,414.63,1,Grades 3-5
TN,Supplies,high,2009-03-18,414.63,2,Grades 3-5
TN,Other,high,2009-04-04,2050.0,1,Grades 3-5
CA,Supplies,low,2009-05-12,75.0,1,Grades 3-5
TN,Supplies,high,2009-02-23,235.71,1,Grades PreK-2
FL,Supplies,high,2009-05-28,209.76,2,Grades PreK-2
IL,Technology,high,2009-03-01,240.24,1,Grades 6-8
FL,Technology,high,2009-03-01,240.24,1,Grades 6-8
FL,Trips,high,2009-05-14,15519.99,1,Grades 9-12
FL,Trips,high,2009-05-14,15519.99,5,Grades 9-12
TN,Trips,high,2009-05-14,15519.99,1,Grades 9-12
TN,Trips,high,2009-05-14,15519.99,1,Grades 9-12
CA,Trips,high,2009-05-14,15519.99,1,Grades 9-12
TN,Trips,high,2009-05-14,15519.99,2,Grades 9-12
TN,Trips,high,2009-05-14,15519.99,3,Grades 9-12
IL,Supplies,high,2009-02-22,582.93,2,Grades 9-12
TN,Other,low,2009-02-24,550.0,3,Grades 3-5
TN,Supplies,high,2009-04-14,396.47,1,Grades 3-5
FL,Supplies,high,2009-04-14,396.47,1,Grades 3-5
CA,Supplies,high,2009-01-14,264.71,4,Grades 3-5
CA,Technology,high,2009-03-17,870.59,1,Grades 6-8
FL,Books,high,2009-03-15,100.0,1,Grades PreK-2
OR,Supplies,high,2009-04-05,218.82,1,Grades PreK-2
FL,Supplies,high,2009-04-05,218.82,1,Grades PreK-2
OR,Supplies,high,2009-04-05,218.82,1,Grades PreK-2
TN,Supplies,high,2009-01-09,426.25,1,Grades 9-12
PA,Technology,high,2009-05-23,936.48,1,Grades 9-12
FL,Technology,high,2009-01-10,365.88,1,Grades 6-8
TN,Technology,high,2009-01-10,365.88,2,Grades 6-8
MS,Technology,low,2009-05-22,1016.25,2,Grades 6-8
TN,Supplies,high,2008-12-21,315.29,1,Grades PreK-2
IL,Technology,high,2009-05-08,1985.88,9,Grades PreK-2
FL,Technology,high,2009-05-08,1985.88,4,Grades PreK-2
CA,Supplies,high,2009-03-15,197.65,1,Grades PreK-2
FL,Books,low,2009-03-24,95.0,1,Grades 9-12
CA,Supplies,high,2009-03-04,391.46,1,Grades 9-12
CA,Books,low,2009-05-17,176.25,2,Grades 3-5
FL,Supplies,high,2009-02-06,313.41,2,Grades PreK-2
NC,Technology,high,2009-02-12,989.41,1,Grades PreK-2
MS,Technology,high,2009-02-12,989.41,1,Grades PreK-2
FL,Books,high,2009-03-30,493.83,1,Grades 6-8
CA,Books,high,2009-05-10,364.71,1,Grades 6-8
MD,Supplies,high,2009-05-11,100.0,1,Grades 9-12
TN,Supplies,low,2009-05-08,511.25,3,Grades 6-8
MO,Technology,high,2009-04-27,2290.78,1,Grades 6-8
TN,Technology,high,2009-01-02,496.48,1,Grades 9-12
FL,Supplies,high,2009-03-15,1117.65,2,Grades PreK-2
FL,Other,high,2009-05-12,569.41,1,Grades PreK-2
CA,Books,high,2009-04-04,243.53,1,Grades 3-5
CA,Supplies,high,2008-12-18,464.71,1,Grades 6-8
CA,Other,high,2009-03-20,580.0,1,Grades 9-12
TN,Other,high,2009-03-20,580.0,1,Grades 9-12
CA,Books,minimal,2009-05-11,943.75,1,Grades PreK-2
FL,Books,high,2008-12-14,300.0,3,Grades 6-8
TN,Technology,low,2009-03-20,270.0,1,Grades 6-8
WI,Technology,low,2009-03-20,270.0,8,Grades 6-8
TN,Technology,high,2008-12-19,388.24,1,Grades PreK-2
TN,Technology,high,2009-03-10,662.36,1,Grades 9-12
FL,Supplies,minimal,2009-05-08,364.71,1,Grades 3-5
CA,Supplies,high,2009-03-28,803.53,3,Grades 3-5
TN,Supplies,high,2009-03-28,803.53,1,Grades 3-5
FL,Other,low,2009-05-07,417.5,1,Grades PreK-2
CA,Supplies,low,2008-12-16,260.0,2,Grades 3-5
TN,Books,low,2009-05-05,1015.0,1,Grades 3-5
FL,Supplies,high,2009-04-26,458.82,1,Grades 3-5
TN,Books,high,2009-03-15,738.82,1,Grades 3-5
FL,Other,high,2009-04-26,568.24,3,Grades PreK-2
FL,Supplies,high,2009-03-19,362.35,1,Grades 9-12
TN,Supplies,high,2009-03-19,362.35,1,Grades 9-12
WA,Supplies,high,2009-04-30,537.65,1,Grades 9-12
TN,Books,high,2009-02-25,630.59,1,Grades 9-12
FL,Books,high,2009-02-25,630.59,1,Grades 9-12
TN,Supplies,high,2009-01-29,887.06,1,Grades PreK-2
TN,Books,high,2009-01-28,462.35,1,Grades 6-8
TN,Technology,high,2009-03-28,721.18,2,Grades PreK-2
CA,Supplies,high,2009-01-03,285.88,18,Grades PreK-2
FL,Supplies,high,2009-01-03,285.88,2,Grades PreK-2
FL,Supplies,high,2009-01-26,640.0,2,Grades PreK-2
TN,Supplies,high,2009-04-27,118.83,1,Grades 3-5
CA,Supplies,high,2008-12-09,545.88,4,Grades 6-8
CA,Supplies,high,2008-12-09,545.88,13,Grades 6-8
NC,Books,high,2009-04-11,336.76,1,Grades PreK-2
FL,Supplies,low,2009-02-22,252.0,2,Grades 3-5
TN,Technology,high,2008-12-04,1062.5,1,Grades 3-5
RI,Other,high,2008-12-07,782.35,2,Grades PreK-2
FL,Other,high,2008-12-07,782.35,2,Grades PreK-2
TN,Other,high,2008-12-07,782.35,2,Grades PreK-2
FL,Supplies,high,2009-02-26,150.0,1,Grades 9-12
FL,Supplies,high,2009-02-15,272.94,2,Grades PreK-2
FL,Books,high,2009-04-05,191.76,5,Grades 3-5
FL,Technology,high,2009-03-21,920.0,2,Grades PreK-2
TN,Technology,high,2009-03-15,1078.83,1,Grades 9-12
TN,Technology,high,2009-03-15,1078.83,1,Grades 9-12
TN,Books,high,2009-03-14,297.65,1,Grades PreK-2
TN,Supplies,low,2009-03-19,522.35,2,Grades PreK-2
TN,Supplies,low,2009-03-19,522.35,26,Grades PreK-2
FL,Supplies,low,2009-03-29,191.76,1,Grades 3-5
TN,Supplies,low,2009-03-29,191.76,1,Grades 3-5
TN,Books,high,2008-12-19,670.58,1,Grades 9-12
CA,Books,high,2008-12-19,670.58,1,Grades 9-12
TN,Books,high,2009-03-24,407.06,1,Grades PreK-2
FL,Books,high,2009-03-24,407.06,1,Grades PreK-2
TX,Books,high,2009-03-24,407.06,1,Grades PreK-2
TN,Other,high,2009-03-28,478.82,1,Grades PreK-2
TN,Other,high,2009-03-28,478.82,1,Grades PreK-2
CT,Other,high,2009-03-28,478.82,1,Grades PreK-2
TN,Books,high,2009-04-15,552.44,1,Grades PreK-2
TN,Supplies,high,2009-04-02,681.18,5,Grades 3-5
TN,Supplies,high,2009-04-02,681.18,1,Grades 3-5
FL,Supplies,high,2009-04-02,681.18,3,Grades 3-5
FL,Supplies,high,2009-04-02,681.18,2,Grades 3-5
MA,Technology,high,2009-04-16,496.48,8,Grades 9-12
OR,Supplies,high,2009-04-08,245.0,1,Grades 3-5
TN,Books,high,2008-12-06,405.33,3,Grades 9-12
GA,Supplies,high,2009-02-04,549.41,1,Grades PreK-2
FL,Supplies,high,2009-02-04,549.41,1,Grades PreK-2
FL,Supplies,high,2009-02-04,549.41,3,Grades PreK-2
TN,Supplies,high,2009-04-05,210.59,1,Grades 3-5
CA,Books,high,2009-04-04,25.0,2,Grades PreK-2
CA,Technology,high,2008-12-28,409.41,1,Grades PreK-2
TN,Technology,high,2008-12-28,409.41,1,Grades PreK-2
TN,Supplies,high,2008-12-12,264.71,2,Grades PreK-2
CA,Supplies,high,2008-12-12,264.71,1,Grades PreK-2
NY,Supplies,high,2008-12-12,264.71,1,Grades PreK-2
OK,Supplies,high,2008-12-12,264.71,3,Grades PreK-2
FL,Supplies,high,2008-12-12,264.71,1,Grades PreK-2
TN,Books,high,2009-03-06,877.65,1,Grades 6-8
FL,Technology,high,2009-04-09,496.48,1,Grades 9-12
WA,Books,high,2009-04-16,240.0,1,Grades PreK-2
FL,Supplies,high,2009-03-19,316.47,1,Grades 6-8
CA,Supplies,high,2009-03-19,316.47,1,Grades 6-8
CA,Other,high,2009-02-15,370.59,1,Grades 9-12
CA,Other,high,2009-02-15,370.59,1,Grades 9-12
FL,Other,high,2009-03-18,484.71,1,Grades PreK-2
FL,Other,high,2009-03-18,484.71,1,Grades PreK-2
TN,Supplies,high,2009-02-07,1067.06,8,Grades 9-12
AR,Supplies,high,2009-02-07,1067.06,2,Grades 9-12
NC,Books,low,2009-02-24,342.35,1,Grades 6-8
TN,Technology,high,2009-02-05,520.0,1,Grades PreK-2
FL,Technology,high,2009-01-21,25.0,1,Grades 6-8
IN,Supplies,high,2009-02-15,694.11,1,Grades PreK-2
AL,Books,high,2009-04-05,577.65,1,Grades 9-12
FL,Books,low,2009-04-06,290.59,1,Grades 6-8
TN,Books,high,2009-02-17,335.29,2,Grades PreK-2
FL,Books,high,2009-02-17,335.29,1,Grades PreK-2
NY,Supplies,high,2009-04-07,1208.06,1,Grades 9-12
FL,Supplies,high,2009-04-07,1208.06,1,Grades 9-12
NY,Supplies,high,2009-03-25,316.47,1,Grades PreK-2
OR,Technology,high,2009-02-06,562.65,1,Grades PreK-2
CA,Technology,high,2009-01-06,25.0,9,Grades 3-5
CA,Books,high,2009-04-04,243.53,3,Grades 9-12
FL,Technology,high,2009-03-29,430.58,1,Grades PreK-2
FL,Trips,high,2009-04-10,905.0,1,Grades 3-5
MD,Trips,high,2009-04-10,905.0,1,Grades 3-5
FL,Supplies,low,2009-02-17,198.75,2,Grades PreK-2
FL,Supplies,high,2009-04-14,394.12,1,Grades 3-5
FL,Technology,high,2009-03-20,460.0,1,Grades 6-8
CA,Books,high,2009-03-30,261.18,2,Grades 3-5
CA,Books,high,2009-03-30,261.18,1,Grades 3-5
CA,Technology,high,2008-11-29,7.0,8,Grades 3-5
NY,Technology,high,2009-03-23,2217.65,3,Grades 9-12
FL,Technology,high,2008-11-11,1794.11,1,Grades 9-12
TX,Other,high,2009-01-20,565.88,2,Grades PreK-2
FL,Other,high,2009-01-20,565.88,2,Grades PreK-2
FL,Supplies,high,2009-03-18,217.65,1,Grades PreK-2
CA,Books,high,2008-11-26,324.7,2,Grades 6-8
TN,Supplies,high,2009-01-13,468.0,3,Grades PreK-2
CT,Technology,high,2009-02-04,529.41,1,Grades 9-12
NY,Technology,high,2008-11-16,442.35,1,Grades 3-5
CA,Supplies,high,2008-12-02,522.35,1,Grades PreK-2
FL,Supplies,high,2009-02-05,288.23,1,Grades 3-5
FL,Technology,high,2009-01-28,681.18,1,Grades 6-8
FL,Supplies,high,2009-03-28,542.36,1,Grades 6-8
FL,Supplies,high,2009-01-02,152.94,3,Grades PreK-2
TN,Technology,high,2009-01-06,437.65,5,Grades PreK-2
NC,Supplies,high,2009-01-14,491.82,1,Grades 6-8
FL,Supplies,high,2009-01-14,491.82,5,Grades 6-8
CO,Supplies,high,2009-01-14,491.82,2,Grades 6-8
TN,Supplies,high,2009-01-14,491.82,1,Grades 6-8
TN,Supplies,high,2009-01-14,491.82,2,Grades 6-8
CA,Technology,low,2008-12-21,462.5,1,Grades 6-8
FL,Technology,high,2008-11-24,463.53,2,Grades 3-5
NV,Trips,high,2009-03-24,3961.25,2,Grades 3-5
TN,Technology,high,2009-02-15,770.58,1,Grades 9-12
FL,Supplies,high,2009-03-25,425.88,2,Grades 9-12
FL,Other,high,2009-01-11,386.82,1,Grades 6-8
FL,Supplies,high,2009-02-19,507.32,2,Grades PreK-2
TN,Books,high,2009-02-25,743.53,1,Grades PreK-2
TN,Books,high,2009-02-25,743.53,1,Grades PreK-2
TN,Books,high,2009-02-25,743.53,2,Grades PreK-2
FL,Books,high,2009-02-25,743.53,1,Grades PreK-2
TN,Technology,high,2008-12-17,475.29,2,Grades 3-5
TN,Technology,high,2008-12-17,475.29,3,Grades 3-5
AR,Books,high,2009-02-02,494.12,1,Grades 6-8
TN,Supplies,high,2008-12-11,531.76,1,Grades PreK-2
NC,Supplies,high,2009-03-15,168.24,1,Grades 6-8
MS,Technology,high,2009-03-08,674.11,1,Grades 9-12
FL,Technology,high,2009-03-03,40.0,1,Grades 9-12
MS,Technology,high,2008-11-16,514.71,1,Grades 3-5
TN,Supplies,high,2009-01-22,220.0,1,Grades PreK-2
TN,Supplies,high,2009-02-15,202.36,3,Grades PreK-2
TN,Technology,high,2009-03-15,50.0,1,Grades 6-8
NC,Technology,high,2009-03-12,200.0,1,Grades 9-12
TN,Technology,high,2009-01-09,260.0,5,Grades 9-12
TN,Technology,high,2009-02-05,420.73,1,Grades PreK-2
DC,Technology,high,2008-10-19,441.18,1,Grades PreK-2
CA,Technology,high,2008-12-04,972.95,8,Grades 9-12
FL,Supplies,high,2009-03-15,533.52,1,Grades 6-8
NC,Technology,high,2008-11-03,285.0,1,Grades 3-5
FL,Technology,high,2008-11-03,285.0,2,Grades 3-5
TN,Technology,high,2008-11-03,285.0,1,Grades 3-5
FL,Supplies,high,2009-01-07,378.81,1,Grades PreK-2
MS,Books,high,2009-01-25,1068.23,4,Grades 9-12
FL,Supplies,high,2009-03-08,489.41,1,Grades 9-12
OK,Supplies,high,2008-12-25,416.48,2,Grades 6-8
MS,Supplies,high,2009-03-06,394.67,1,Grades 3-5
CA,Supplies,high,2009-03-06,394.67,2,Grades 3-5
FL,Technology,high,2009-01-21,400.0,3,Grades 6-8
CA,Books,high,2009-03-08,374.11,2,Grades 9-12
FL,Technology,low,2008-10-13,358.82,8,Grades PreK-2
FL,Technology,high,2009-03-11,100.0,2,Grades PreK-2
TN,Books,high,2009-03-03,486.25,1,Grades 3-5
FL,Supplies,high,2009-02-19,707.06,1,Grades 6-8
FL,Books,high,2009-03-08,698.83,1,Grades 9-12
FL,Supplies,high,2009-01-19,275.29,4,Grades 3-5
FL,Other,high,2009-01-24,525.59,2,Grades 9-12
FL,Other,high,2009-01-24,525.59,1,Grades 9-12
FL,Other,low,2009-01-09,603.75,6,Grades 9-12
TN,Technology,high,2008-10-10,1045.88,2,Grades 9-12
TN,Technology,high,2008-10-10,1045.88,1,Grades 9-12
TN,Books,high,2008-12-14,284.7,1,Grades 6-8
TN,Books,high,2009-02-01,258.82,4,Grades 3-5
TX,Books,high,2009-01-25,784.7,1,Grades 9-12
TN,Technology,high,2008-11-26,50.0,2,Grades PreK-2
FL,Technology,high,2009-01-18,175.29,1,Grades 6-8
FL,Technology,high,2009-02-13,138.82,1,Grades PreK-2
CA,Technology,high,2009-02-13,535.29,11,Grades 9-12
TN,Books,high,2009-02-24,568.24,1,Grades PreK-2
CA,Books,high,2008-10-16,744.7,1,Grades PreK-2
FL,Books,high,2008-12-04,521.18,1,Grades PreK-2
FL,Books,low,2009-02-20,795.29,4,Grades 9-12
FL,Books,high,2009-02-09,565.88,4,Grades 9-12
FL,Supplies,high,2009-02-08,815.29,1,Grades PreK-2
FL,Supplies,high,2009-02-25,162.35,1,Grades 3-5
FL,Other,high,2008-11-11,5358.82,1,Grades 9-12
FL,Other,high,2008-11-11,5358.82,1,Grades 9-12
NV,Other,high,2008-11-11,5358.82,2,Grades 9-12
AZ,Other,high,2008-11-11,5358.82,1,Grades 9-12
NY,Books,high,2009-02-15,500.35,1,Grades 9-12
FL,Other,low,2009-02-20,418.71,3,Grades 9-12
FL,Technology,high,2009-02-24,163.53,4,Grades 9-12
TN,Other,high,2008-12-22,571.76,2,Grades 9-12
FL,Technology,high,2008-10-19,465.88,2,Grades 3-5
NC,Supplies,high,2009-02-14,181.18,1,Grades 3-5
FL,Books,low,2009-01-05,588.75,1,Grades 9-12
FL,Supplies,high,2009-02-17,902.95,9,Grades 9-12
FL,Supplies,high,2009-02-17,902.95,1,Grades 9-12
FL,Books,high,2009-01-24,984.41,1,Grades PreK-2
CA,Technology,high,2009-01-21,1078.82,1,Grades PreK-2
AR,Technology,high,2009-01-21,1078.82,1,Grades PreK-2
FL,Supplies,high,2009-01-18,284.7,1,Grades 3-5
CA,Supplies,high,2009-01-18,284.7,1,Grades 3-5
FL,Technology,high,2008-10-06,10.0,1,Grades 3-5
TN,Books,high,2008-12-16,307.06,2,Grades PreK-2
FL,Technology,high,2009-01-26,908.23,2,Grades 9-12
FL,Technology,high,2009-02-05,501.18,1,Grades 9-12
FL,Technology,high,2009-02-08,472.95,9,Grades 9-12
FL,Technology,high,2009-02-08,472.95,1,Grades 9-12
FL,Books,high,2009-01-25,1033.75,1,Grades 9-12
TN,Other,high,2009-02-09,397.65,1,Grades 3-5
TN,Books,high,2008-09-16,407.06,1,Grades PreK-2
FL,Technology,high,2008-09-08,609.41,3,Grades 3-5
FL,Technology,high,2008-09-08,609.41,1,Grades 3-5
FL,Other,high,2009-01-30,277.65,4,Grades PreK-2
FL,Technology,high,2009-02-04,144.7,3,Grades 3-5
FL,Other,high,2009-01-09,181.18,4,Grades 3-5
TN,Technology,low,2009-01-25,537.5,1,Grades 9-12
TN,Books,high,2008-11-06,261.18,2,Grades PreK-2
TN,Supplies,high,2009-01-01,276.47,3,Grades 3-5
FL,Supplies,high,2009-02-03,547.06,3,Grades 9-12
FL,Other,high,2008-09-06,430.59,1,Grades PreK-2
FL,Supplies,high,2009-02-01,5.0,4,Grades PreK-2
NC,Supplies,high,2008-11-19,996.47,2,Grades PreK-2
CA,Other,high,2009-01-25,367.06,2,Grades PreK-2
FL,Books,high,2008-09-19,682.35,1,Grades PreK-2
FL,Books,high,2009-01-29,482.36,6,Grades 9-12
FL,Technology,high,2008-10-21,734.11,6,Grades 9-12
FL,Other,high,2008-10-19,429.41,3,Grades PreK-2
FL,Other,high,2008-10-19,429.41,2,Grades PreK-2
FL,Technology,low,2008-09-19,465.0,1,Grades 3-5
FL,Other,high,2009-01-21,323.53,3,Grades PreK-2
FL,Supplies,low,2008-10-19,566.25,1,Grades 6-8
MI,Supplies,low,2008-10-19,566.25,1,Grades 6-8
FL,Technology,high,2008-10-07,472.95,5,Grades 3-5
FL,Books,high,2008-12-18,178.82,2,Grades 3-5
TX,Supplies,high,2008-12-16,1072.95,1,Grades 6-8
FL,Technology,high,2008-10-21,1111.76,1,Grades 9-12
FL,Technology,high,2008-10-21,1111.76,4,Grades 9-12
TN,Technology,high,2008-12-02,363.95,2,Grades PreK-2
FL,Technology,high,2008-12-02,363.95,1,Grades PreK-2
FL,Technology,high,2008-12-02,363.95,1,Grades PreK-2
FL,Technology,high,2008-12-02,363.95,2,Grades PreK-2
CA,Technology,high,2008-12-02,363.95,2,Grades PreK-2
NC,Technology,high,2008-12-19,300.0,1,Grades 3-5
NC,Technology,high,2009-01-18,347.06,1,Grades 6-8
FL,Technology,high,2009-01-18,347.06,1,Grades 6-8
NC,Books,high,2009-01-17,168.24,1,Grades PreK-2
NC,Books,high,2009-01-17,168.24,1,Grades PreK-2
TN,Supplies,high,2008-12-09,186.25,7,Grades 9-12
FL,Supplies,high,2008-10-24,267.06,6,Grades PreK-2
FL,Supplies,high,2008-10-24,267.06,1,Grades PreK-2
FL,Technology,low,2009-01-16,147.5,1,Grades 9-12
FL,Books,high,2009-01-06,687.06,7,Grades 9-12
TN,Other,high,2009-01-05,252.94,1,Grades 3-5
TN,Technology,high,2008-10-08,365.88,1,Grades 3-5
TN,Technology,low,2008-12-21,573.75,1,Grades 6-8
TN,Supplies,high,2009-01-15,168.24,1,Grades 3-5
TN,Books,high,2009-01-11,202.35,3,Grades 3-5
TX,Other,high,2008-12-21,188.24,1,Grades 3-5
FL,Supplies,high,2008-12-04,804.71,1,Grades PreK-2
FL,Other,high,2009-01-10,404.71,1,Grades 3-5
AL,Technology,high,2008-12-14,195.0,3,Grades 6-8
FL,Supplies,high,2009-01-14,524.71,1,Grades 9-12
FL,Supplies,high,2008-09-19,60.0,2,Grades PreK-2
FL,Supplies,high,2009-01-14,413.12,3,Grades PreK-2
FL,Technology,high,2009-01-09,1150.58,1,Grades 9-12
FL,Other,high,2008-09-18,469.41,1,Grades 3-5
FL,Supplies,high,2008-12-19,216.48,1,Grades 6-8
TN,Technology,high,2008-12-12,168.76,3,Grades PreK-2
FL,Technology,high,2008-12-12,168.76,1,Grades PreK-2
FL,Supplies,high,2009-01-06,265.88,4,Grades 9-12
FL,Other,high,2008-10-18,361.18,7,Grades PreK-2
FL,Supplies,high,2008-12-02,192.94,3,Grades PreK-2
FL,Books,high,2008-12-10,323.53,1,Grades PreK-2
FL,Books,high,2009-01-07,214.11,1,Grades 9-12
CA,Supplies,high,2009-01-09,547.06,5,Grades 9-12
FL,Supplies,high,2009-01-13,421.18,1,Grades 6-8
FL,Technology,low,2008-09-01,300.0,1,Grades 6-8
FL,Supplies,high,2009-01-08,462.95,1,Grades 9-12
FL,Supplies,high,2008-12-11,320.0,1,Grades PreK-2
